Season,Team,Pos,wRC+,AVG+,OBP+,SLG+,HR,PA,Name
2025,ATL,3B,110.121485227184,111.364655685678,102.621480579847,107.615206909722,12,370,Austin Riley
2025,NYY,CF,131.735830297179,100.990782405838,110.957890895341,117.664533997941,15,282,Trent Grisham
2025,SDP,1B,103.08100298554,115.947103446937,99.6342156461719,100.77789113373,4,341,Luis Arraez
2025,PIT,3B,68.1587364381098,99.9068521610451,93.2380624574339,76.3114263606479,2,314,Ke'Bryan Hayes
2025,ARI,1B,130.311342558428,123.074482226811,112.696413667941,118.776246356678,10,324,Josh Naylor
2025,TBR,2B,130.201304560145,112.500842828748,103.841058223613,124.67494479205,19,329,Brandon Lowe
2025,LAD,C,164.878555494557,129.583887487846,131.140808802099,133.079588459363,10,268,Will Smith
2025,ARI,LF,97.5392228923841,101.624396761438,93.6720062423847,106.019900628281,12,335,Lourdes Gurriel Jr.
2025,NYM,1B,158.758127057798,117.754795243491,119.261380617074,135.35632096084,18,371,Pete Alonso
2025,TEX,,85.3876074747889,94.9908766425324,88.2501313331938,99.3667792863734,10,322,Adolis Garcia
2025,SEA,LF,131.765032968119,101.670633529264,114.90823057786,107.464116933416,11,364,Randy Arozarena
2025,PIT,RF,92.4457779921326,97.1404165222585,95.6602012020631,99.5161804418592,10,351,Bryan Reynolds
2025,DET,,127.199358161411,116.172929037432,113.871584576696,113.379692992178,5,287,Zach McKinstry
2025,LAD,2B,97.8664482408262,97.8607371405162,90.3552155078595,108.210794250815,10,257,Tommy Edman
2025,CIN,CF,118.419961856622,114.648377757288,116.803787982822,103.851252136403,8,363,TJ Friedl
2025,WSN,1B,94.4617345597148,93.9910858459526,93.6054778729886,99.6771138184138,13,352,Nathaniel Lowe
2025,MIA,,99.0556725047043,104.09706067459,103.487636908409,96.9812931102339,8,282,Otto Lopez
2025,WSN,C,66.6405266965083,100.064150282712,87.2343161273427,80.0778775739695,2,259,Keibert Ruiz
2025,TOR,1B,134.442046607579,114.155076014425,121.46787743448,112.645605275111,12,368,Vladimir Guerrero Jr.
2025,TOR,SS,105.920184408886,111.903082413017,99.4086149780256,107.528637950451,11,379,Bo Bichette
2025,ATH,,130.503625989253,111.354851095287,110.875117338938,121.883389265519,17,383,Brent Rooker
2025,SDP,RF,124.427684237687,104.52038516236,109.262263786934,110.832612074904,15,359,Fernando Tatis Jr.
2025,BOS,,123.855056871858,114.184495800874,114.031068748798,112.934255071685,7,252,Carlos Narvaez
2025,LAD,,175.319776496767,116.289697880744,121.314905225482,159.601466600832,30,389,Shohei Ohtani
2025,LAA,,66.5085612373828,95.7260998338033,88.5041135993557,80.4762708639377,4,286,Luis Rengifo
2025,ARI,,126.239931552894,105.457232791639,115.100833940392,110.894507312613,8,259,Pavin Smith
2025,SDP,,120.195562076622,107.166589154072,101.159604325937,116.113657017977,13,304,Gavin Sheets
2025,MIA,,100.171186190279,100.398036230276,99.6194352948317,101.920560870476,7,252,Jesus Sanchez
2025,CIN,2B,107.78466661065,109.597270975682,112.152783176378,97.480151475669,4,277,Gavin Lux
2025,CIN,2B,57.0038298633172,96.1438821527219,90.5434353634027,71.0796394761962,0,255,Santiago Espinal
2025,HOU,3B,133.129271719987,103.017353269632,113.706193914516,116.23541015523,17,351,Isaac Paredes
2025,CHW,CF,63.1394315446678,75.8715219717867,86.3552007078334,78.8907001450981,8,285,Luis Robert Jr.
2025,NYM,RF,153.261733825977,104.69358975371,123.49050760934,126.865372691096,20,371,Juan Soto
2025,CHW,,100.492512728626,92.7817863829931,98.2421513556784,102.076057829574,10,338,Miguel Vargas
2025,LAA,CF,127.836283617539,99.7641735413876,101.379446507273,125.411889924209,18,275,Jo Adell
2025,HOU,CF,115.268861485614,123.812719094841,114.943317344766,98.1448500218825,3,302,Jake Meyers
2025,TOR,,114.726515015005,125.322630062907,111.479865102327,103.700218762748,4,298,Ernie Clement
2025,WSN,,98.6584077581379,107.648711422028,96.0615981519085,103.473978486038,7,294,Luis Garcia Jr.
2025,MIL,C,102.704381117933,98.0501411450916,112.071864824361,87.3176767630219,6,336,William Contreras
2025,STL,LF,102.943697386052,91.2320848144363,104.600407106643,94.5105573514194,11,354,Lars Nootbaar
2025,CHC,2B,103.36158882823,117.632261376213,105.226756855434,95.3021569193189,3,334,Nico Hoerner
2025,MIN,,106.379497612745,102.673962256345,101.237338891169,105.501960010035,12,329,Trevor Larnach
2025,KCR,2B,89.459701989386,101.643788395092,104.218306022583,86.7554148387793,4,337,Jonathan India
2025,SEA,C,184.36049749869,111.888292023406,122.206881227537,161.438069841928,33,371,Cal Raleigh
2025,PHI,3B,97.0539542219703,113.398815125155,100.930217201929,97.6285818714955,7,342,Alec Bohm
2025,HOU,,146.188985642416,132.148190957872,120.761842258421,123.141089105761,11,350,Jeremy Pena
2025,PIT,CF,102.280492290987,84.838670609724,101.411370184066,103.944254103148,15,328,Oneil Cruz
2025,TBR,1B,157.386890281782,133.401206333327,129.742015939033,124.083421336138,10,315,Jonathan Aranda
2025,MIL,2B,112.383045362953,116.903755761418,113.367493270466,95.2227162476026,5,347,Brice Turang
2025,MIA,,93.5088546723044,114.474022461015,111.849940207205,80.9747076837415,0,305,Xavier Edwards
2025,SFG,LF,125.215957858816,110.388995265531,109.445657379689,112.395234045476,13,367,Heliot Ramos
2025,ATH,RF,105.943707091544,102.673962256345,100.873637481436,108.474712573588,11,364,Lawrence Butler
2025,CLE,,87.6666807326202,95.0237454527216,93.5054761377423,92.8363862729662,6,281,Gabriel Arias
2025,TOR,C,120.043038852485,125.62461225652,113.295384263317,106.663082191947,7,279,Alejandro Kirk
2025,KCR,3B,134.550551908055,126.774281360614,117.289099083784,119.848300763284,8,345,Maikel Garcia
2025,ARI,SS,116.179446461984,107.176060590093,112.254095469788,104.186256308006,9,371,Geraldo Perdomo
2025,CHW,,96.942294694078,113.98905180676,95.0258904643552,103.821151943381,6,253,Lenyn Sosa
2025,HOU,C,80.7986462643918,97.9905884457217,85.7146286245849,96.3190504274916,10,298,Yainer Diaz
2025,MIA,,80.7128666892113,101.642538191811,90.5195830187451,93.7812300785594,5,312,Eric Wagaman
2025,SEA,,106.962369494023,104.733325130205,99.7248087182654,101.026001100629,11,381,Julio Rodriguez
2025,BOS,RF,119.9256559063,104.786594845999,103.679908969844,124.367105536611,16,271,Wilyer Abreu
2025,BOS,CF,95.8804858380169,103.785954533945,95.6785935376015,105.465101470843,9,300,Ceddanne Rafaela
2025,CLE,LF,122.471958154197,121.492019363458,114.758223162985,105.272155939726,6,346,Steven Kwan
2025,BOS,LF,98.835451077145,104.394754864794,100.184438947072,104.114026664648,6,393,Jarren Duran
2025,MIN,,105.634602598461,96.7416886533698,107.25084279261,96.2601397256321,6,259,Ryan Jeffers
2025,STL,2B,122.509829344511,119.169938236498,114.938819311066,105.548168107714,6,345,Brendan Donovan
2025,LAA,C,93.7263913986536,93.6386535777869,82.8683795311173,112.82583825564,17,262,Logan O'Hoppe
2025,LAD,,130.183979681722,118.939286727714,103.658061096674,125.992682011956,16,333,Andy Pages
2025,COL,CF,40.471325072285300,78.4215077192015,77.1471441640031,78.072388248599,6,301,Brenton Doyle
2025,MIL,SS,62.0257266223262,85.0564062660933,85.0799085055956,74.537655289369,5,289,Joey Ortiz
2025,KCR,SS,122.783560928712,117.514741373101,107.85565952199,123.321541441881,11,373,Bobby Witt Jr.
2025,WSN,SS,137.177646521558,116.169855609526,111.507980974351,124.309616763478,12,319,CJ Abrams
2025,COL,1B,59.1613509489349,81.7025171255072,82.5792686197601,92.7296567419288,9,266,Michael Toglia
2025,ARI,RF,148.334718440311,103.41950576172,106.867288931255,143.568853202243,20,323,Corbin Carroll
2025,ATL,CF,51.1464701734784,86.2636582074972,74.8516675168717,81.5721850685195,6,330,Michael Harris II
2025,DET,,116.302277251524,105.386104415351,91.0601889267604,124.496165703406,16,280,Kerry Carpenter
2025,DET,LF,148.705089617578,121.545500176918,111.016454196241,135.72867978928,19,348,Riley Greene
2025,MIA,,138.149716328599,114.474022461015,112.514253627789,127.511896071043,14,305,Kyle Stowers
2025,BAL,C,98.9953386657643,93.3399655755787,101.801649595517,93.660764378158,8,276,Adley Rutschman
2025,BAL,SS,123.97721101104,113.625851289892,111.223096418581,112.490046902459,10,333,Gunnar Henderson
2025,PHI,2B,81.9868255172261,97.7024455229081,97.5599949057937,84.3445281348395,5,313,Bryson Stott
2025,TEX,3B,82.4091878971852,97.1538564363181,90.3033915888917,92.0717763963735,8,297,Josh Jung
2025,CHC,1B,149.310392148754,114.200689523823,116.615318655308,129.535095824299,14,296,Michael Busch
2025,CIN,,88.4856881526409,100.943947663614,94.5426756601163,98.7618972815576,9,312,Spencer Steer
2025,TEX,,114.949745893225,113.295406231157,110.817821926686,103.246140095579,7,292,Josh Smith
2025,MIA,,111.32265315886,102.160211974602,94.63846348302,119.835248674128,12,252,Agustin Ramirez
2025,CIN,SS,129.1986683926,112.412130627695,110.853692247594,125.185036726789,18,368,Elly De La Cruz
2025,DET,1B,123.954679424062,94.3294349605389,106.428997435021,119.24739966694,17,333,Spencer Torkelson
2025,ATH,,110.79477022677,102.673962256345,106.428997435021,107.356316378144,14,354,Tyler Soderstrom
2025,STL,SS,103.930172003698,106.625733934377,102.608018193638,98.3910463746874,7,316,Masyn Winn
2025,NYY,C,92.1301139570452,87.8781510494912,87.865800152293,106.676020646055,11,258,Austin Wells
2025,STL,,115.735710858112,117.121704946483,101.152042030297,114.42694763308,10,274,Alec Burleson
2025,NYY,SS,99.8973355558333,92.3376570169862,97.664256266943,102.25855714876,9,341,Anthony Volpe
2025,KCR,1B,103.859791809699,109.267702593761,104.347983476776,103.972041139601,12,358,Vinnie Pasquantino
2025,CHC,CF,129.731291743917,107.470938045917,94.4101093926334,134.344917249165,21,353,Pete Crow-Armstrong
2025,DET,2B,108.679048433059,101.267469431414,105.58095745327,101.19734350584,6,251,Colt Keith
2025,NYY,,106.20026908991,103.995944553639,107.223243624968,97.2785621546466,6,268,Jasson Dominguez
2025,TBR,3B,128.158035453558,106.282312165523,97.2975152450398,130.347057298774,21,338,Junior Caminero
2025,MIL,CF,100.631620564917,102.721129572574,89.7773546376369,110.727046537873,13,374,Jackson Chourio
2025,WSN,LF,155.89921296638,114.478803964115,121.145779860474,138.299659526597,22,373,James Wood
2025,NYY,,123.980219254633,94.1177984611859,103.332881046153,118.576262219691,14,276,Ben Rice
2025,MIL,RF,116.558815102143,121.416913258439,112.621910668099,100.316628588895,5,332,Sal Frelick
2025,CIN,2B,78.1664915493134,85.8555165418776,94.6547946399974,85.6284263722496,9,306,Matt McLain
2025,COL,,126.09631339396,117.543044873437,105.596601406246,133.302837695349,16,315,Hunter Goodman
2025,CLE,,106.595075056963,90.6953331895397,94.6035532755743,112.280177495604,13,270,Kyle Manzardo
2025,CHC,RF,134.672077720303,104.401638897064,97.8989880895002,136.705131896085,23,359,Seiya Suzuki
2025,LAA,SS,117.485384632414,109.950069639958,98.9671857042338,119.972637859163,12,271,Zach Neto
2025,STL,CF,92.5011960901977,99.2604221956541,103.121956186008,84.4621933064101,4,287,Victor Scott II
2025,COL,LF,109.739330700532,110.906329104156,103.900738643822,118.788720795218,10,299,Jordan Beck
2025,CHW,,91.7384861020175,106.817754414515,110.619115263261,77.924635956649,2,254,Chase Meidroth
2025,MIN,,100.03989539364,112.312742076416,98.2421513556784,102.793219907999,8,260,Brooks Lee
2025,BAL,2B,101.94949224517,104.687176880434,98.0181951575898,102.054183720182,10,329,Jackson Holliday
2025,LAA,1B,117.502990666396,112.007958526416,116.104360751127,101.754904621534,7,344,Nolan Schanuel
2025,ATH,SS,138.221223423041,139.044362379464,121.366400684623,119.211133715243,9,343,Jacob Wilson
2025,TEX,,103.568690547418,95.1418952559609,98.4103744127693,105.988144176115,13,292,Wyatt Langford
2025,BOS,,87.0495749692751,91.4650141732397,101.977594289237,86.880470192003,6,263,Kristian Campbell
2025,SFG,CF,98.6429080309161,97.3479104996279,97.60677513671,98.3596714993026,6,344,Jung Hoo Lee
2025,HOU,RF,122.306942500285,114.45621997781,111.927174365375,107.343083770957,7,271,Cam Smith
2024,SDP,LF,114.696791069258,108.146536261804,106.112838455601,102.807092791785,8,260,David Peralta
2024,MIN,1B,113.236541829659,99.285738191993,106.286922011317,106.551538659665,23,594,Carlos Santana
2024,- - -,LF,90.9609151513507,102.958881131136,98.5850154024273,92.9930387565511,9,478,Tommy Pham
2024,NYY,1B,84.8008285985079,95.3155440927074,97.5615832820267,84.9966631305782,8,375,Anthony Rizzo
2024,- - -,RF,93.2249291768545,85.922174375838,91.7501966810085,102.744790204056,10,258,Jason Heyward
2024,NYY,RF,116.530645772891,97.0372736993609,96.6361335279686,120.360080332044,27,459,Giancarlo Stanton
2024,- - -,3B,115.962792547128,107.917540169331,114.729807704631,96.9858039763826,11,539,Justin Turner
2024,LAD,1B,136.089669168108,114.360543756994,119.789400378079,117.849956101903,22,638,Freddie Freeman
2024,HOU,2B,126.655677307826,122.889561051162,113.460629770708,111.404509781645,20,682,Jose Altuve
2024,SDP,,104.391308362009,88.9288592176371,83.5160270628156,117.749686724498,17,263,Kyle Higashioka
2024,NYM,RF,108.070635658086,95.212618715739,101.400521166934,100.399590884654,16,495,J.D. Martinez
2024,KCR,C,115.883035247789,113.12820040767,106.927431505497,115.572259071254,27,652,Salvador Perez
2024,ATL,C,103.433742166915,96.3315510189654,95.7866252191481,108.062603854274,15,341,Travis d'Arnaud
2024,LAD,SS,110.291311775593,114.806095127694,106.968440275658,101.611105087144,6,337,Miguel Rojas
2024,COL,RF,93.5478271444274,103.761338890377,104.223422279155,102.008037674947,12,499,Charlie Blackmon
2024,SDP,2B,117.322834277815,115.953176813937,108.785099562242,103.229678984534,8,309,Donovan Solano
2024,STL,1B,99.4946971832239,99.4201882299705,95.6235233949778,102.502359833048,22,654,Paul Goldschmidt
2024,NYM,RF,104.432108941899,108.8383052023,103.690079783454,96.0743711555661,7,370,Starling Marte
2024,MIN,,59.4925987053086,92.2293046160351,80.4193751528469,82.7708160038853,7,315,Christian Vazquez
2024,STL,3B,102.076743443828,110.041342922752,103.03860957291,97.6598411354845,16,635,Nolan Arenado
2024,PIT,LF,105.618812762249,94.0457975400094,104.064236555394,101.683108434862,20,515,Andrew McCutchen
2024,NYM,SS,137.240365604828,136.540565386367,120.962851668068,110.95084440018,4,291,Jose Iglesias
2024,ARI,CF,139.361898114442,118.02719089636,110.252782263198,130.6111001115,12,279,Randal Grichuk
2024,ATL,LF,154.393091193684,122.338326189377,120.015859055807,135.227299442683,39,688,Marcell Ozuna
2024,HOU,,103.888129223514,97.5332388460337,103.924990396676,97.8240293788469,13,405,Jon Singleton
2024,LAD,,82.0846803220444,92.8867117324123,88.9874259822903,92.3281647206966,12,393,Enrique Hernandez
2024,- - -,3B,81.3363334427669,103.314606561261,92.1429537607636,90.7704472127308,9,461,Gio Urshela
2024,SDP,LF,138.991059510607,113.491163974359,120.533853000226,113.691937003009,24,668,Jurickson Profar
2024,ATL,LF,58.4407428230858,73.5366984769333,77.8382576749012,80.0741712809193,11,330,Adam Duvall
2024,- - -,CF,53.118612775162,81.585689792455,76.4419642032364,78.8419217009274,5,281,Kevin Kiermaier
2024,- - -,2B,79.0111619609812,89.8731169122731,98.6804810770854,77.7372569393159,4,335,Whit Merrifield
2024,MIL,,97.4997749151117,89.291834095345,97.4007828869957,97.0094748763949,11,280,Gary Sanchez
2024,- - -,LF,102.490816508181,100.196909094242,110.965637734784,87.3593390639377,7,462,Mark Canha
2024,MIL,LF,154.235655781808,127.537890429425,128.671217583365,124.705081176298,11,315,Christian Yelich
2024,PIT,CF,50.0179900017091,78.3132291511894,80.3510543103307,71.7879130416751,5,300,Michael A. Taylor
2024,SDP,3B,121.739293957312,111.356860690368,103.075948729331,116.899416496139,29,643,Manny Machado
2024,PHI,1B,143.652062987041,115.643447715238,118.290356527732,130.090073387211,30,631,Bryce Harper
2024,STL,1B,140.121284263913,106.327269963454,120.469722376727,115.974263360531,15,358,Willson Contreras
2024,LAA,2B,35.4610686519135,70.5963482192403,78.2435262860506,57.7167265658914,4,360,Brandon Drury
2024,- - -,,80.9835778362981,107.201079529044,99.3819687801198,94.4598668825312,6,351,Elias Diaz
2024,PHI,RF,103.632060823188,102.951378110779,98.648497064161,106.629381145753,23,659,Nick Castellanos
2024,PHI,C,107.204667506232,107.676726689134,102.123012358874,106.197187013333,14,413,J.T. Realmuto
2024,ARI,CF,151.47993636508,111.490888684299,124.556830699247,127.498403210603,23,449,Joc Pederson
2024,MIN,LF,93.2871462836901,105.423647493405,97.6179846694366,96.4347481834267,8,399,Max Kepler
2024,- - -,LF,44.652060320378500,70.9301635079503,68.0254897874547,78.3574708462133,10,319,Eddie Rosario
2024,SDP,SS,94.8901314940355,106.95934684979,97.2589061431124,94.2872220845623,11,463,Xander Bogaerts
2024,- - -,CF,88.8349893990749,95.4768153052299,94.1301428862258,95.5033864956824,8,314,Kevin Pillar
2024,TEX,2B,99.6549938459937,98.8348872566402,99.6550915754293,99.05438218549,23,718,Marcus Semien
2024,ARI,,115.309119749114,103.585940815638,101.081626473345,116.200418336272,30,640,Eugenio Suarez
2024,TOR,RF,93.8228885888205,91.8517958739655,98.2390451972149,93.952469676093,19,614,George Springer
2024,NYM,SS,137.97301682068,110.785340790156,109.081512433628,123.788132222941,33,689,Francisco Lindor
2024,NYM,LF,109.453503246622,90.8150716552925,103.793040021866,98.8570721681257,23,663,Brandon Nimmo
2024,DET,,42.8438904281142,76.6838674837766,71.6991150219981,74.5545953386223,6,289,Javier Baez
2024,LAD,,132.376387387805,110.049673007572,107.654778652713,123.998298723524,33,652,Teoscar Hernandez
2024,- - -,1B,101.086759118683,100.903583649911,101.287117169307,100.319006588709,19,603,Josh Bell
2024,SEA,2B,92.3151475616055,89.0341996658384,95.9563281921811,89.9661207828184,16,469,Jorge Polanco
2024,ATL,SS,72.4016477446405,88.2294788758384,86.0072694486145,87.6177341496216,17,602,Orlando Arcia
2024,LAD,3B,133.629454863938,94.0152729363286,113.643265825233,122.221193821569,15,293,Max Muncy
2024,WSN,,72.2788717359605,99.7906764698542,93.645828313389,78.2777893482856,1,303,Ildemaro Vargas
2024,ARI,1B,119.450286680409,101.491530138506,106.280766511217,115.776791580483,26,552,Christian Walker
2024,CLE,,141.567659184869,116.401163727909,108.397533260392,136.146311014277,39,682,Jose Ramirez
2024,- - -,LF,118.334087192725,102.693300138431,114.062503367475,100.182023258616,14,508,Jesse Winker
2024,LAD,SS,139.86682354823,117.034769983926,117.997703417172,121.587454289247,19,516,Mookie Betts
2024,ARI,2B,151.455861474394,118.160104404184,118.035652710218,138.524814500751,36,583,Ketel Marte
2024,- - -,,98.8260997196559,99.4652526841673,101.370923143254,94.7188273828114,9,313,Carson Kelly
2024,CIN,3B,88.6002538983525,91.080923383282,88.3549216975016,106.104113192477,20,463,Jeimer Candelario
2024,TEX,SS,141.002517982544,115.926634777331,114.199000871732,129.677908708904,30,533,Corey Seager
2024,NYM,CF,98.1200959801028,100.327612055268,94.9512768272887,99.3409461127144,7,345,Tyrone Taylor
2024,COL,C,113.570025180931,106.698365883876,113.256724294579,112.071560007685,9,281,Jacob Stallings
2024,BOS,,130.974294519236,118.09315606685,116.386584324906,119.287352491099,11,307,Rob Refsnyder
2024,WSN,RF,75.5503240284722,65.4005958185398,87.8175213492756,83.2655595547419,10,260,Joey Gallo
2024,MIN,CF,140.826777685538,116.334827323697,108.478404906007,132.812185955273,18,388,Byron Buxton
2024,MIN,SS,154.635920594896,129.463522528411,125.614253940964,131.113253818925,14,367,Carlos Correa
2024,- - -,,119.683970935825,97.7876726958206,107.187274465956,109.475913926007,21,574,Jorge Soler
2024,SEA,RF,85.197849297217,86.725417974098,92.6140052983934,84.7175637979931,12,423,Mitch Haniger
2024,ATL,1B,117.33929163685,99.9296882544403,105.551960214933,113.059827265235,29,685,Matt Olson
2024,WSN,,67.4579047623942,93.7111146476845,92.1974866897618,74.8896173088547,3,313,Joey Meneses
2024,COL,,74.8852578643498,101.593650042731,91.9185007664577,98.1107176203953,7,346,Jake Cave
2024,BAL,RF,128.076577413746,98.1553503291748,99.807661271847,128.233903769502,44,665,Anthony Santander
2024,MIN,CF,77.9233399409775,99.3238666379332,93.7218284096073,85.299924205891,4,343,Manuel Margot
2024,SFG,RF,106.473389591497,93.7077464770208,95.8731339669926,108.170003180519,18,474,Mike Yastrzemski
2024,HOU,,112.666627755596,112.377860541303,108.709857999091,103.463520004857,8,274,Victor Caratini
2024,COL,3B,88.5126961567652,97.8862238931605,103.075948729331,98.244549178938,20,645,Ryan McMahon
2024,SEA,,88.2749712323597,71.610613271838,92.612225231185,86.3370654535404,15,430,Mitch Garver
2024,MIL,,88.7824097538052,80.4874882408161,95.3189539102126,89.3569960292512,12,346,Jake Bauers
2024,KCR,2B,64.0283905256375,84.3873766631207,91.2331199421573,74.4976832532477,4,294,Adam Frazier
2024,CHC,,110.367977014137,100.600357311285,113.256724294579,90.5564188545616,7,350,Mike Tauchman
2024,NYM,,98.0393548666269,96.5027269293247,97.6268153570185,95.1767242380903,12,472,Jeff McNeil
2024,KCR,RF,92.6855388703702,95.350911772179,96.213575100172,99.4190369720133,15,424,Hunter Renfroe
2024,SEA,SS,89.5641540227932,84.0705584785743,98.3503000452753,81.477521956296,9,451,J.P. Crawford
